route,airline,departure_point,arrival_point,aircraft_model,business_seats,economy_seats,departure_time,arrival_time
FV6339,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МУРМАНСК,Sukhoi Superjet-100-95N,0,100,08.03.2025 19:25,08.03.2025 21:25
FV6343,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,09.03.2025 09:10,09.03.2025 11:10
FV6341,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95N,0,100,09.03.2025 11:30,09.03.2025 13:30
FV6345,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,09.03.2025 17:55,09.03.2025 19:55
FV6339,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95N,0,100,09.03.2025 19:25,09.03.2025 21:25
FV6256,Rossiya,БЛАГОВЕЩЕНСК (ИГНАТЬЕВО),B,BOEING 777-300,18,355,08.03.2025 10:50,08.03.2025 12:30
FV6378,Rossiya,ИЖЕВСК,B,Sukhoi Superjet-100-95B,12,75,08.03.2025 11:35,08.03.2025 12:35
FV6243,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,08.03.2025 11:30,08.03.2025 13:10
FV6248,Rossiya,НИЖНЕКАМСК (БЕГИШЕВО),B,Sukhoi Superjet-100-95B,12,75,08.03.2025 11:15,08.03.2025 13:15
FV6290,Rossiya,МАГАДАН (СОКОЛ),B,BOEING 777-300ER,21,436,08.03.2025 14:35,08.03.2025 14:00
FV6271,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,08.03.2025 12:30,08.03.2025 14:10
FV6855,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,08.03.2025 13:30,08.03.2025 15:10
FV6338,Rossiya,АРХАНГЕЛЬСК (ТАЛАГИ),B,Sukhoi Superjet-100-95B,12,75,08.03.2025 13:10,08.03.2025 15:15
FV6427,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,08.03.2025 14:00,08.03.2025 15:40
FV6312,Rossiya,КАЛИНИНГРАД (ХРАБРОВО),B,BOEING 737-900 PASSENGER,0,215,08.03.2025 12:45,08.03.2025 16:25
FV6495,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,08.03.2025 15:00,08.03.2025 16:40
FV6515,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,08.03.2025 16:00,08.03.2025 17:40
FV6517,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,08.03.2025 16:30,08.03.2025 18:10
FV6711,Rossiya,СОЧИ (АДЛЕР),B,Sukhoi Superjet-100-95B,12,75,08.03.2025 15:00,08.03.2025 18:55
FV6519,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,08.03.2025 17:30,08.03.2025 19:10
FV6579,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,08.03.2025 18:30,08.03.2025 20:10
FV6093,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 19:00,08.03.2025 20:40
FV6336,Rossiya,АРХАНГЕЛЬСК (ТАЛАГИ),B,Sukhoi Superjet-100-95B,12,75,08.03.2025 18:35,08.03.2025 20:40
FV6703,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,08.03.2025 19:30,08.03.2025 21:10
FV6662,Rossiya,КАЛИНИНГРАД (ХРАБРОВО),B,BOEING 737-900 PASSENGER,0,215,08.03.2025 17:45,08.03.2025 21:15
FV6072,Rossiya,МАХАЧКАЛА,B,Sukhoi Superjet-100-95B,12,75,08.03.2025 18:20,08.03.2025 21:30
FV6208,Rossiya,ЕКАТЕРИНБУРГ (КОЛЬЦОВО),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 21:10,08.03.2025 21:55
FV6376,Rossiya,ИЖЕВСК,B,Sukhoi Superjet-100-95B,12,75,08.03.2025 21:00,08.03.2025 22:05
FV6705,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,08.03.2025 20:30,08.03.2025 22:10
FV6226,Rossiya,НИЖНИЙ НОВГОРОД (СТРИГИНО),B,Sukhoi Superjet-100-95B,12,75,08.03.2025 21:25,08.03.2025 22:50
FV6709,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,08.03.2025 21:30,08.03.2025 23:10
FV6828,Rossiya,САРАНСК,B,Sukhoi Superjet-100-95B,12,75,08.03.2025 22:05,08.03.2025 23:35
FV6314,Rossiya,КАЛИНИНГРАД (ХРАБРОВО),B,BOEING 737-900 PASSENGER,0,215,08.03.2025 20:25,08.03.2025 23:55
FV6803,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,08.03.2025 22:30,09.03.2025 00:10
FV5554,Rossiya,ХУРГАДА,C,BOEING 737-800,0,189,08.03.2025 20:30,09.03.2025 03:55
FV6699,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 06:00,09.03.2025 07:40
FV6080,Rossiya,УЛЬЯНОВСК (БАРАТАЕВКА),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 07:20,09.03.2025 07:55
FV6127,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 07:30,09.03.2025 09:10
FV6167,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 08:30,09.03.2025 10:10
FV6481,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 09:00,09.03.2025 10:40
FV6350,Rossiya,НИЖНИЙ НОВГОРОД (СТРИГИНО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 09:55,09.03.2025 11:20
FV6408,Rossiya,СЫКТЫВКАР,B,BOEING 737-800,0,189,09.03.2025 10:00,09.03.2025 12:00
FV6059,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 10:30,09.03.2025 12:10
FV6378,Rossiya,ИЖЕВСК,B,Sukhoi Superjet-100-95B,12,75,09.03.2025 11:35,09.03.2025 12:35
FV6215,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 11:00,09.03.2025 12:40
FV6288,Rossiya,ХАБАРОВСК (НОВЫЙ),B,BOEING 777-300,18,355,09.03.2025 11:25,09.03.2025 12:45
FV6104,Rossiya,НИЖНИЙ НОВГОРОД (СТРИГИНО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 11:40,09.03.2025 12:55
FV6243,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 11:30,09.03.2025 13:10
FV6248,Rossiya,НИЖНЕКАМСК (БЕГИШЕВО),B,BOEING 737-900 PASSENGER,0,215,09.03.2025 11:15,09.03.2025 13:15
FV6271,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 12:30,09.03.2025 14:10
FV6045,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 13:00,09.03.2025 14:40
FV6256,Rossiya,БЛАГОВЕЩЕНСК (ИГНАТЬЕВО),B,BOEING 777-300,18,355,09.03.2025 13:15,09.03.2025 14:55
FV6076,Rossiya,УЛЬЯНОВСК (БАРАТАЕВКА),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 14:30,09.03.2025 15:00
FV6855,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 13:30,09.03.2025 15:10
FV6338,Rossiya,АРХАНГЕЛЬСК (ТАЛАГИ),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 13:10,09.03.2025 15:15
FV6427,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 14:00,09.03.2025 15:40
FV6928,Rossiya,ВАРАДЕРО,C,BOEING 777-300ER,21,436,08.03.2025 19:25,09.03.2025 16:00
FV6312,Rossiya,КАЛИНИНГРАД (ХРАБРОВО),B,BOEING 737-900 PASSENGER,0,215,09.03.2025 12:45,09.03.2025 16:25
FV6230,Rossiya,НИЖНИЙ НОВГОРОД (СТРИГИНО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 15:20,09.03.2025 16:35
FV6495,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 15:00,09.03.2025 16:40
FV6515,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 16:00,09.03.2025 17:40
FV6517,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 16:30,09.03.2025 18:10
FV6245,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 17:00,09.03.2025 18:40
FV6519,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 17:30,09.03.2025 19:10
FV6250,Rossiya,НИЖНЕКАМСК (БЕГИШЕВО),B,BOEING 737-800,0,189,09.03.2025 17:40,09.03.2025 19:30
FV5556,Rossiya,ШАРМ-ЭЛЬ-ШЕЙХ,C,BOEING 737-800,0,189,09.03.2025 12:25,09.03.2025 19:35
FV6085,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 18:00,09.03.2025 19:40
FV6579,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 18:30,09.03.2025 20:10
FV6093,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 19:00,09.03.2025 20:40
FV6336,Rossiya,АРХАНГЕЛЬСК (ТАЛАГИ),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 18:35,09.03.2025 20:40
FV6703,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 19:30,09.03.2025 21:10
FV6662,Rossiya,КАЛИНИНГРАД (ХРАБРОВО),B,BOEING 737-900 PASSENGER,0,215,09.03.2025 17:45,09.03.2025 21:15
FV6376,Rossiya,ИЖЕВСК,B,Sukhoi Superjet-100-95B,12,75,09.03.2025 21:00,09.03.2025 22:05
FV6705,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 20:30,09.03.2025 22:10
FV6226,Rossiya,НИЖНИЙ НОВГОРОД (СТРИГИНО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 21:25,09.03.2025 22:50
FV6709,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 21:30,09.03.2025 23:10
FV6828,Rossiya,САРАНСК,B,Sukhoi Superjet-100-95B,12,75,09.03.2025 22:05,09.03.2025 23:35
FV6314,Rossiya,КАЛИНИНГРАД (ХРАБРОВО),B,BOEING 737-900 PASSENGER,0,215,09.03.2025 20:25,09.03.2025 23:55
FV6803,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 22:30,10.03.2025 00:10
FV6807,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 23:00,10.03.2025 00:40
FV6057,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,09.03.2025 23:30,10.03.2025 01:10
FV6699,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),B,Sukhoi Superjet-100-95B,12,75,10.03.2025 06:00,10.03.2025 07:40
FV5991,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,08.03.2025 20:20,08.03.2025 22:00
FV6009,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,08.03.2025 11:00,08.03.2025 12:45
FV6027,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,08.03.2025 13:00,08.03.2025 14:45
FV6917,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,08.03.2025 14:30,08.03.2025 16:15
FV6175,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 16:00,08.03.2025 17:45
FV6179,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,08.03.2025 18:00,08.03.2025 19:45
FV6181,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 19:00,08.03.2025 20:45
FV6953,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,08.03.2025 20:00,08.03.2025 21:45
FV6169,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МОСКВА (ВНУКОВО),Sukhoi Superjet-100-95B,12,75,08.03.2025 21:00,08.03.2025 22:45
FV6161,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,08.03.2025 23:55,09.03.2025 01:40
FV6003,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,09.03.2025 08:00,09.03.2025 09:45
FV6005,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,09.03.2025 09:00,09.03.2025 10:45
FV6007,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,09.03.2025 10:00,09.03.2025 11:45
FV6009,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,09.03.2025 11:00,09.03.2025 12:45
FV6025,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,09.03.2025 12:00,09.03.2025 13:45
FV6027,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,09.03.2025 13:00,09.03.2025 14:45
FV6917,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,09.03.2025 14:30,09.03.2025 16:15
FV6175,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,09.03.2025 16:00,09.03.2025 17:45
FV6177,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,09.03.2025 17:00,09.03.2025 18:45
FV6013,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95N,0,100,09.03.2025 17:30,09.03.2025 19:15
FV6179,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,09.03.2025 18:00,09.03.2025 19:45
FV6015,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,09.03.2025 18:30,09.03.2025 20:15
FV6181,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,09.03.2025 19:00,09.03.2025 20:45
FV6953,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,09.03.2025 20:00,09.03.2025 21:45
FV6169,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,09.03.2025 21:00,09.03.2025 22:45
FV6187,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,09.03.2025 22:00,09.03.2025 23:55
FV6161,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A,Sukhoi Superjet-100-95B,12,75,09.03.2025 23:55,10.03.2025 01:40
FV6857,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,08.03.2025 10:55,08.03.2025 15:00
FV6357,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),МИНЕРАЛЬНЫЕ ВОДЫ,AIRBUS INDUSTRIE A320,12,156,08.03.2025 12:25,08.03.2025 16:20
FV6985,Rossiya,КРАСНОЯРСК,,AIRBUS INDUSTRIE A319,8,120,09.03.2025 08:45,09.03.2025 10:35
FV6355,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,09.03.2025 08:15,09.03.2025 12:20
FV6857,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,09.03.2025 10:55,09.03.2025 15:00
FV6357,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,A320 Passenger (sharklets),8,150,09.03.2025 12:25,09.03.2025 16:20
FV6065,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,08.03.2025 12:00,08.03.2025 15:40
FV6071,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,Sukhoi Superjet-100-95B,12,75,08.03.2025 14:20,08.03.2025 17:20
FV6065,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,09.03.2025 12:00,09.03.2025 15:40
FV6289,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,BOEING 747-400 PASSENGER,12,510,09.03.2025 20:00,10.03.2025 11:20
FV6475,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),1,AIRBUS INDUSTRIE A319,8,120,08.03.2025 07:50,08.03.2025 16:40
FV6880,Rossiya,БЛАГОВЕЩЕНСК (ИГНАТЬЕВО),1,AIRBUS INDUSTRIE A319,8,120,08.03.2025 15:20,08.03.2025 17:15
FV6874,Rossiya,БЛАГОВЕЩЕНСК (ИГНАТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 15:30,08.03.2025 17:30
FV2456,Rossiya,ЯКУТСК,1,AIRBUS INDUSTRIE A319,8,120,08.03.2025 16:20,08.03.2025 17:45
FV6836,Rossiya,МАГАДАН (СОКОЛ),1,BOIENG 737-800 (WINGLETS),12,156,08.03.2025 18:45,08.03.2025 19:50
FV6622,Rossiya,ДАСИН,1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 01:15,09.03.2025 04:20
FV6722,Rossiya,АЛМАТЫ,1,AIRBUS INDUSTRIE A319,8,120,08.03.2025 23:45,09.03.2025 04:30
FV6686,Rossiya,ИРКУТСК,1,Sukhoi Superjet-100-95N,0,100,09.03.2025 05:20,09.03.2025 06:15
FV6906,Rossiya,ТЮМЕНЬ (РОЩИНО),1,Sukhoi Superjet-100-95N,0,100,09.03.2025 01:35,09.03.2025 06:25
FV6876,Rossiya,СОЧИ (АДЛЕР),1,BOIENG 737-800 (WINGLETS),12,156,08.03.2025 21:40,09.03.2025 07:05
FV6573,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),1,AIRBUS INDUSTRIE A319,8,120,08.03.2025 22:40,09.03.2025 07:20
FV6624,Rossiya,САНЬЯ,1,BOIENG 737-800 (WINGLETS),12,156,09.03.2025 05:35,09.03.2025 11:25
FV6882,Rossiya,ИРКУТСК,1,Sukhoi Superjet-100-95N,0,100,09.03.2025 12:30,09.03.2025 13:20
FV2452,Rossiya,УЛАН-УДЭ,1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 13:20,09.03.2025 14:20
FV6475,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 07:50,09.03.2025 16:40
FV6848,Rossiya,САМАРА (КУРУМОЧ),1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 10:10,09.03.2025 16:55
FV6880,Rossiya,БЛАГОВЕЩЕНСК (ИГНАТЬЕВО),1,BOIENG 737-800 (WINGLETS),12,156,09.03.2025 15:20,09.03.2025 17:15
FV6820,Rossiya,ЧИТА (КАДАЛА),1,Sukhoi Superjet-100-95N,0,100,09.03.2025 17:15,09.03.2025 17:40
FV6986,Rossiya,МИНЕРАЛЬНЫЕ ВОДЫ,1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 11:35,09.03.2025 20:40
FV6792,Rossiya,ЕКАТЕРИНБУРГ (КОЛЬЦОВО),1,Sukhoi Superjet-100-95N,0,100,09.03.2025 18:15,09.03.2025 23:20
FV6846,Rossiya,ОМСК (ЦЕНТРАЛЬНЫЙ),1,Sukhoi Superjet-100-95N,0,100,10.03.2025 01:30,10.03.2025 04:35
FV6794,Rossiya,ОШ,1,BOIENG 737-800 (WINGLETS),12,156,10.03.2025 01:05,10.03.2025 05:10
FV6726,Rossiya,ТАШКЕНТ,1,AIRBUS INDUSTRIE A319,8,120,10.03.2025 00:00,10.03.2025 05:20
FV6686,Rossiya,ИРКУТСК,1,Sukhoi Superjet-100-95N,0,100,10.03.2025 05:20,10.03.2025 06:15
FV6862,Rossiya,НОВОСИБИРСК (ТОЛМАЧЕВО),1,Sukhoi Superjet-100-95N,0,100,10.03.2025 05:10,10.03.2025 06:45
FV6575,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 22:05,10.03.2025 06:55
FV6876,Rossiya,СОЧИ (АДЛЕР),1,BOIENG 737-800 (WINGLETS),12,156,09.03.2025 21:40,10.03.2025 07:05
FV6878,Rossiya,БЛАГОВЕЩЕНСК (ИГНАТЬЕВО),1,AIRBUS INDUSTRIE A319,8,120,10.03.2025 08:35,10.03.2025 10:20
FV6311,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,BOEING 737-900 PASSENGER,0,215,08.03.2025 09:55,08.03.2025 11:35
FV6325,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95N,0,100,08.03.2025 10:55,08.03.2025 11:55
FV6333,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95N,0,100,08.03.2025 13:30,08.03.2025 14:25
FV6661,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,BOEING 737-900 PASSENGER,0,215,08.03.2025 15:05,08.03.2025 16:45
FV6329,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95B,12,75,08.03.2025 16:05,08.03.2025 17:05
FV6313,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,BOEING 737-900 PASSENGER,0,215,08.03.2025 17:45,08.03.2025 19:25
FV6323,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 07:55,09.03.2025 08:55
FV6311,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,BOEING 737-900 PASSENGER,0,215,09.03.2025 09:55,09.03.2025 11:35
FV6325,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,09.03.2025 10:55,09.03.2025 11:55
FV6333,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95N,0,100,09.03.2025 13:30,09.03.2025 14:25
FV6661,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,BOEING 737-900 PASSENGER,0,215,09.03.2025 15:05,09.03.2025 16:45
FV6329,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,09.03.2025 16:05,09.03.2025 17:05
FV6313,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,BOEING 737-900 PASSENGER,0,215,09.03.2025 17:45,09.03.2025 19:25
FV6834,Rossiya,АПАТИТЫ (ХИБИНЫ),,AIRBUS INDUSTRIE A319,8,120,09.03.2025 18:30,09.03.2025 20:30
FV5794,Rossiya,ХУРГАДА,,BOEING 737-800,0,189,08.03.2025 06:45,08.03.2025 13:40
FV6595,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,08.03.2025 21:20,08.03.2025 23:30
FV6595,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,09.03.2025 21:20,09.03.2025 23:30
FV6685,Rossiya,КРАСНОЯРСК,,Sukhoi Superjet-100-95N,0,100,08.03.2025 21:25,09.03.2025 00:10
FV6881,Rossiya,КРАСНОЯРСК,,Sukhoi Superjet-100-95N,0,100,09.03.2025 08:20,09.03.2025 11:10
FV6685,Rossiya,КРАСНОЯРСК,,Sukhoi Superjet-100-95N,0,100,09.03.2025 21:25,10.03.2025 00:10
FV6001,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,BOEING 737-800,0,189,09.03.2025 22:50,10.03.2025 10:00
FV6881,Rossiya,КРАСНОЯРСК,,Sukhoi Superjet-100-95N,0,100,10.03.2025 08:20,10.03.2025 11:10
FV6375,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,Sukhoi Superjet-100-95B,12,75,08.03.2025 17:05,08.03.2025 20:00
FV6377,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 07:40,09.03.2025 10:40
FV6375,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 17:05,09.03.2025 20:00
FV6719,Rossiya,СОЧИ (АДЛЕР),,Sukhoi Superjet-100-95B,12,75,08.03.2025 16:00,08.03.2025 18:20
